model,severity,n_phish,recall_05,recall_fpr,pr_auc,roc_auc,fpr_threshold,url_condition,training
logreg,0.75,308,0.9155844155844156,0.9188311688311688,0.938230214042845,0.9966237466237466,0.49166107975500567,url_masked,baseline
random_forest,0.75,308,0.9545454545454546,0.9935064935064936,0.9952564199587769,0.9996730477499708,0.2879333333333337,url_masked,baseline
gradient_boosting,0.75,308,0.9675324675324676,0.974025974025974,0.9881177591997184,0.9990700183007876,0.46403434435081065,url_masked,baseline
logreg,1.0,308,0.8863636363636364,0.8896103896103896,0.9310486708644848,0.9952490529413606,0.49166107975500567,url_masked,baseline
random_forest,1.0,308,0.922077922077922,0.9772727272727273,0.9878454884889809,0.9988473065396142,0.2879333333333337,url_masked,baseline
gradient_boosting,1.0,308,0.9383116883116883,0.9415584415584416,0.9750937785562573,0.9970898047821124,0.46403434435081065,url_masked,baseline
logreg,0.0,308,0.9902597402597403,0.9902597402597403,0.9920317332051788,0.9986822294514602,0.4644028496273922,url_masked,adv_trained
random_forest,0.0,308,0.9642857142857143,0.987012987012987,0.9944017469178522,0.9994108455646917,0.32126666666666703,url_masked,adv_trained
gradient_boosting,0.0,308,0.987012987012987,0.987012987012987,0.9917901666036026,0.9991269414346338,0.4795274475743062,url_masked,adv_trained
logreg,0.25,308,0.9058441558441559,0.9090909090909091,0.9495270453052668,0.9954760339375723,0.4644028496273922,url_masked,adv_trained
random_forest,0.25,308,0.9383116883116883,0.974025974025974,0.9898786919620927,0.9989255758486527,0.32126666666666703,url_masked,adv_trained
gradient_boosting,0.25,308,0.9383116883116883,0.9448051948051948,0.9765601758186593,0.9973822473822475,0.4795274475743062,url_masked,adv_trained
logreg,0.5,308,0.9675324675324676,0.9675324675324676,0.9781663275409049,0.9986324217093447,0.4644028496273922,url_masked,adv_trained
random_forest,0.5,308,0.974025974025974,0.9935064935064936,0.9966231176228445,0.9997591439899133,0.32126666666666703,url_masked,adv_trained
gradient_boosting,0.5,308,0.974025974025974,0.9805194805194806,0.9908934684539159,0.9992891723660955,0.4795274475743062,url_masked,adv_trained
logreg,0.75,308,0.974025974025974,0.9805194805194806,0.9828502493709427,0.9990707298399606,0.4644028496273922,url_masked,adv_trained
random_forest,0.75,308,0.987012987012987,1.0,0.9983680181161142,0.9998882883498268,0.32126666666666703,url_masked,adv_trained
gradient_boosting,0.75,308,0.9902597402597403,0.9902597402597403,0.9956900131726326,0.9996648650494805,0.4795274475743062,url_masked,adv_trained
logreg,1.0,308,0.9902597402597403,0.9935064935064936,0.9865910058921624,0.99923936462398,0.4644028496273922,url_masked,adv_trained
random_forest,1.0,308,0.961038961038961,0.9902597402597403,0.9958347960571616,0.9996936823859902,0.32126666666666703,url_masked,adv_trained
gradient_boosting,1.0,308,0.9805194805194806,0.9837662337662337,0.9934800735908874,0.9994997879613264,0.4795274475743062,url_masked,adv_trained
